mcNumber,legalName,dbaName,entityType,operationType,phone,email,physicalAddress,mailingAddress,city,state,zip,url
MC-744967,9105 4072 QUEBEC INC,V A M D EXPRESS,CARRIER,Property,(514) 809-4619,VAMDEXPRESS@HOTMAIL.COM,"148 CAR DENISE-PELLETIER, TERREBONNE, PQ J6Y 0P8","148 CAR DENISE-PELLETIER, TERREBONNE, PQ J6Y 0P8",,,,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=744967
MC-744973,JDP FREIGHTLINE INC,,CARRIER,Property,(661) 817-3289,SINGHPARMINDERJIT70@YAHOO.COM,"15001 BROCKBANK AVE, BAKERSFIELD, CA 93314","15001 BROCKBANK AVE, BAKERSFIELD, CA 93314",BAKERSFIELD,CA,93314.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=744973
MC-744979,ZEILINGER TRUCKING LLC,,CARRIER,Property,(715) 495-9176,ZEILINGERTRUCKING@LIVE.COM,"W457 310TH AVE, PLUM CITY, WI 54761","W457 310TH AVE, PLUM CITY, WI 54761",PLUM CITY,WI,54761.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=744979
MC-744982,RPR TRANSPORT LLC,,CARRIER,Property,(509) 728-3877,,"376 VIA PAPAGAYO, RIO RICO, AZ 85648","376 VIA PAPAGAYO, RIO RICO, AZ 85648",RIO RICO,AZ,85648.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=744982
MC-745003,77 EXPRESS LLC,,CARRIER,Property,(703) 340-0632,,"17826 MERIWETHER LEWIS ST, RUTHER GLEN, VA 22546","17826 MERIWETHER LEWIS ST, RUTHER GLEN, VA 22546",RUTHER GLEN,VA,22546.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=745003
MC-745006,MICHAEL A ASBURY,A K TRUCKING,CARRIER,Property,(937) 726-9711,,"6758 SR-47, VERSAILLES, OH 45380","6758 SR-47, VERSAILLES, OH 45380",VERSAILLES,OH,45380.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=745006
MC-745027,GREGG S MASSINI BUS COMPANY INC,,CARRIER,Property,(413) 248-1298,GSMASSINIBUS24@GMAIL.COM,"24 HULETT HILL RD, SHEFFIELD, MA 01257","24 HULETT HILL RD, SHEFFIELD, MA 01257",SHEFFIELD,MA,1257.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=745027
MC-745028,STEWART TRUCKING INC,,CARRIER,Property,(828) 320-0436,,"118 15TH STREET SE, HICKORY, NC 28602","118 15TH STREET SE, HICKORY, NC 28602",HICKORY,NC,28602.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=745028
MC-745050,RAMON QUINTANA,R Q TRANSPORT,CARRIER,Property,(714) 391-6058,RQTRANSPORT8@YAHOO.COM,"292 N SPRUCE DRIVE, ANAHEIM, CA 92805","292 N SPRUCE DR, ANAHEIM, CA 92805",ANAHEIM,CA,92805.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=745050
MC-745051,RICE TRUCKING LLC,,CARRIER,Property,(509) 657-3901,NADINE.RICE1956@GMAIL.COM,"101 MARGIN ST, ENDICOTT, WA 99125","PO BOX 207, ENDICOTT, WA 99125",ENDICOTT,WA,99125.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=745051
MC-745057,S R S EXPRESS INC,,CARRIER,Property,(818) 426-3888,SRSEXPRESS100@GMAIL.COM,"15735 ARARAT ST, SYLMAR, CA 91342","15735 ARARAT ST, SYLMAR, CA 91342",SYLMAR,CA,91342.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=745057
MC-745059,FRESHSTART SOLUTION INC,,CARRIER,Property,(856) 520-6793,FRESHSTART3550@GMAIL.COM,"315 E WEBSTER STREET, GALAX, VA 24333","974 E STUART DR WILLOW PLACE D-MBM SUITE 230, GALAX, VA 24333",GALAX,VA,24333.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=745059
MC-745067,LION TRUCKING LLC,,CARRIER,Property,(612) 232-0703,LIONTRUCK5@GMAIL.COM,"4660 LANSING AVE NE, ST MICHAEL, MN 55376","4660 LANSING AVE NE, ST MICHAEL, MN 55376",ST MICHAEL,MN,55376.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=745067
MC-745074,SIMEON E MARTIN,MARTINS FARM SUPPLY,CARRIER,Property,(717) 597-4283,MFS@EMYPEOPLE.NET,"4491 BUCHANAN TRAIL WEST, GREEN CASTLE, PA 17225","4491 BUCHANAN TRAIL W, GREENCASTLE, PA 17225",GREEN CASTLE,PA,17225.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=745074
MC-745086,SUMAN TRANSPORT LLC,,CARRIER,Property,(877) 257-1039,DISPATCH@SUMANTRANSPORT.COM,"1003 MOFFAT BLVD, MANTECA, CA 95336","1003 MOFFAT BLVD, MANTECA, CA 95336",MANTECA,CA,95336.0,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=745086
MC-759868,HARMAN B SINGH,209 EXPRESS,CARRIER,Property,(209) 373-6014,OTR@209EXPRESS.COM,"12923 W PORT ROYALE LN, EL MIRAGE, AZ 85335","4416 MIST TRAIL DR, STOCKTON, CA 95206",EL MIRAGE,AZ,85335,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=759868
MC-759869,RAJBIR SINGH,,CARRIER,Property,(417) 763-1815,KIRANJOHAL@LIVE.COM,"416 MELALEUCA DRIVE, SPRINGFIELD, MO 65809","416 MELALEUCA DRIVE, SPRINGFIELD, MO 65809",SPRINGFIELD,MO,65809,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=759869
MC-759875,SLMS FREIGHT COMPANY LLC,,CARRIER,Property,(720) 979-9405,RKELTCH@SLMSFREIGHT.COM,"3104 E 108TH DR, NORTHGLENN, CO 80233","PO BOX 33456, NORTHGLENN, CO 80233",NORTHGLENN,CO,80233,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=759875
MC-759879,LAFARY GROUP CORPORATION,,CARRIER,Property,(812) 325-1917,LAFARYTRANSPORT@YAHOO.COM,"2275 VOYLES RD, MARTINSVILLE, IN 46151","2275 VOYLES RD, MARTINSVILLE, IN 46151",MARTINSVILLE,IN,46151,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=759879
MC-759898,STEVE M MERRELL & MARC KAHBEAH,M A K LOGISTICS,CARRIER,Property,(217) 741-3517,,"111 KAHBEAH, TALLULA, IL 62688","111 KAHBEAH, TALLULA, IL 62688",TALLULA,IL,62688,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=759898
MC-759905,MIDSTREAM EXPLOSIVES LLC,,CARRIER/SHIPPER,Property,(717) 226-0803,BMCCOMBIE@MIDSTREAMEXPLOSIVES.COM,"104 EAST MAIN ST, CARLISLE, PA 17015","104 EAST MAIN ST, CARLISLE, PA 17015",CARLISLE,PA,17015,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=759905
MC-759916,MAIZE EXPRESS LLC,,CARRIER,Property,(618) 841-3299,MAIZEEXPRESS@GMAIL.COM,"18450 JACKSON NEW HOPE RD, OMAHA, IL 62871","8070 MOYE RD, RIDGWAY, IL 62979",OMAHA,IL,62871,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=759916
MC-759918,CMD TRANSPORT INC,,CARRIER,Property,(734) 355-3329,CMDTRANSPORT28@YAHOO.COM,"4140 CRYSTAL CREEK DR, YPSILANTI, MI 48197","4140 CRYSTAL CREEK DR, YPSILANTI, MI 48197",YPSILANTI,MI,48197,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=759918
MC-759919,CRAWFORD SECOND GENERATION TRUCK INC,,CARRIER,Property,(847) 587-4751,,"35928 N HELENDALE ROAD, INGLESIDE, IL 60041","35928 N HELENDALE ROAD, INGLESIDE, IL 60041",INGLESIDE,IL,60041,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=759919
MC-759956,SEALAND TRANSFER INC,,CARRIER,Property,(503) 819-1925,SEALANDTRANSFER@HOTMAIL.COM,"16006 NE 8TH CIRCLE, VANCOUVER, WA 98684","16006 NE 8TH CIRCLE, VANCOUVER, WA 98684",VANCOUVER,WA,98684,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=759956
MC-759974,MARK DAYE TRUCKING LLC,,CARRIER,Property,(417) 396-1270,MDAYETRUCKING@GMAIL.COM,"6465 N MAIN STREET ROAD, WEBB CITY, MO 64870","6465 N MAIN STREET ROAD, WEBB CITY, MO 64870",WEBB CITY,MO,64870,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=759974
MC-759977,BDS FLUIDS INC,,CARRIER,Property,(701) 339-9776,PERRY@BDSHEAVYHAUL.COM,"12488 22ND NW, WATFORD CITY, ND 58854","12488 22ND NW, WATFORD CITY, ND 58854",WATFORD CITY,ND,58854,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=759977
MC-759983,GEMPELER TRUCKING INC,,CARRIER,Property,(815) 541-4034,,"17531 W IL ROUTE 72, SHANNON, IL 61078","17531 W IL ROUTE 72, SHANNON, IL 61078",SHANNON,IL,61078,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=759983
MC-759988,MARSHALL TRANSPORTATION LLC,,CARRIER,Property,(360) 931-1913,,"301 SW 9TH STREET, BATTLE GROUND, WA 98604-3132","PO BOX 2991, VANCOUVER, WA 98668",BATTLE GROUND,WA,98604-3132,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=759988
MC-759991,MAYS TRUCKING LLC,,CARRIER,Property,(865) 347-4844,KENDALLMAYS79@GMAIL.COM,"425 SPOTTED CHAMPION WAY, TULLAHOMA, TN 37388","PO BOX 1033, BUENA VISTA, VA 24416",TULLAHOMA,TN,37388,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=759991
MC-759993,ROSE STAR TRANSPORTATION LLC,,CARRIER,Property,(347) 952-1299,ROSESTARUSA@GMAIL.COM,"288 PATERSON PLANK RD, E RUTHERFORD, NJ 07073","820 COLGATE AVE STE # 17, BRONX, NY 10473",E RUTHERFORD,NJ,07073,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=759993
MC-759996,BILLY ROBBINS TRUCKING LLC,,CARRIER,Property,(256) 599-5534,BILLYROBBINSTRUCKING@GMAIL.COM,"1694 COUNTY RD 43, SECTION, AL 35771","PO BOX 89, SECTION, AL 35771",SECTION,AL,35771,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=759996
MC-760010,BEST DEAL TRANSPORT LLC,,CARRIER,Property,(704) 674-8876,ANGELRPENA@HOTMAIL.COM,"5416 OLD FARM RD, GASTONIA, NC 28056","5416 OLD FARM RD, GASTONIA, NC 28056",GASTONIA,NC,28056,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=760010
MC-760011,E T F TRANSPORTATION INC,,CARRIER,Property,(818) 405-7477,ETFTRANSPORTATION.INC@GMAIL.COM,"10965 GLENOAKS BLVD SPC 114, PACOIMA, CA 91331","10965 GLENOAKS BLVD SPC 114, PACOIMA, CA 91331",PACOIMA,CA,91331,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=760011
MC-760012,J D M TRUCKING LLC,,CARRIER,Property,(717) 723-7030,JDMTRUC@GMAIL.COM,"574 RIDGE AVENUE, EPHRATA, PA 17522","574 RIDGE AVENUE, EPHRATA, PA 17522",EPHRATA,PA,17522,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=760012
MC-760034,SYLBRAGEN TRUCKING LLC,,CARRIER,Property,(479) 263-8349,,"345 HUNTER ALLEN DRIVE, BETHEL HEIGHTS, AR 72764","345 HUNTER ALLEN DRIVE, BETHEL HEIGHTS, AR 72764",BETHEL HEIGHTS,AR,72764,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=760034
MC-760037,TREVOR SCHOUWEILER TRUCKING LLC,,CARRIER,Property,(507) 951-3754,SCHOVWEILERT@YAHOO.COM,"19976 634TH ST, KELLOGG, MN 55945","19976 634TH ST, KELLOGG, MN 55945",KELLOGG,MN,55945,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=760037
MC-760040,PORRICELLI TRUCKING INC,CAP TRUCKING,CARRIER,Property,(352) 729-4487,INFO@CAPTRUCKINGLLC.COM,"1300 S FRENCH AVE #22, SANFORD, FL 32771","5424 LAKE ST UNIT 382, TANGERINE, FL 32777",SANFORD,FL,32771,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=760040
MC-760057,JSG TRANSPORT INC,,CARRIER,Property,(407) 470-6436,,"274 CHICAGO WOODS CIR, ORLANDO, FL 32824","274 CHICAGO WOODS CIR, ORLANDO, FL 32824",ORLANDO,FL,32824,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=760057
MC-760059,ENRIQUE MARQUEZ,US TRUCKING,CARRIER,Property,(281) 734-1918,RNAVARRETE93@YAHOO.COM,"5522 WAVERDALE CT, SUGAR LAND, TX 77479","5522 WAVERDALE CT, SUGAR LAND, TX 77479",SUGAR LAND,TX,77479,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=760059
MC-760073,HOSPITAL COURIERS SALT LAKE CITY LLC,,CARRIER,Property,(203) 505-9748,JMCCORMACK@LABLOGISTICS.COM,"1120 SPORTS PLEX DR, KAYSVILLE, CO 80112","30 RAILROAD AVENUE, WEST HAVEN, CT 06516",KAYSVILLE,CO,80112,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=760073
MC-760093,A J MCNULTY & CO INC,,CARRIER,Property,(718) 784-1655,RSERRONE@AJMCNULTY.COM,"53-20 44TH ST, MASPETH, NY 11378","53-20 44TH ST, MASPETH, NY 11378",MASPETH,NY,11378,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=760093
MC-760096,LYA TRUCKING LLC,,CARRIER,Property,(702) 748-0844,LYATRUCKING@HOTMAIL.COM,"4647 STOLZ TRAIL, KATY, TX 77493","4647 STOLZ TRAIL, KATY, TX 77493",KATY,TX,77493,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=760096
MC-752105,R & R AG INC,,CARRIER,Property,(509) 545-4425,ROSA@RANDRTRUCKINGINC.COM,"210 N OREGON AVE, PASCO, WA 99301","210 N OREGON AVE, PASCO, WA 99301",PASCO,WA,99301,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=752105
,REGINO RAUL RODRIGUEZ ROSALES,SERVICIOS Y TRANSPORTES RODRIGUEZ,CARRIER,Property,(664) 411-5900,STRANSPORTESRODRIGUEZ@YAHOO.COM,"LOMAS DEL PARAISO 20, TIJUANA, BN 22330","2475 PASEODE LAS AMERICAS 2792, SAN DIEGO, CA 92154",TIJUANA,BN,22330,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=752123
MC-752131,AMERICA 1 LOGISTICS LLC,,CARRIER/BROKER,Property,(219) 476-1304,JEFF@US1LOGISTICS.COM,"203 FORT WADE RD SUITE 320, PONTE VEDRA, FL 32081","203 FORT WADE RD SUITE 320, PONTE VEDRA, FL 32081",PONTE VEDRA,FL,32081,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=752131
MC-752146,CIRCLE M TRUCKING LLC,,CARRIER,Property,(402) 992-9766,BMAUGHAN97@YAHOO.COM,"53846 HWY 275, MEADOW GROVE, NE 68752","53846 HWY 275, MEADOW GROVE, NE 68752",MEADOW GROVE,NE,68752,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=752146
MC-752149,S ANDRULONIS ENTERPRISES LLC,,CARRIER,Property,(570) 297-3563,CANDRULONIS0119@GMAIL.COM,"64 LOOKOUT ROAD, TROY, PA 16947","64 LOOKOUT ROAD, TROY, PA 16947",TROY,PA,16947,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=752149
MC-752150,EDGAR EFREN LEON GARCIA,R & K TRUCKING,CARRIER,Property,(704) 490-6505,LE89592@GMAIL.COM,"4238 IRISH POTATO RD, CONCORD, NC 28025","4238 IRISH POTATO RD, CONCORD, NC 28025",CONCORD,NC,28025,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=752150
MC-752153,STURDIVANT TRUCKING INC,,CARRIER,Property,(704) 641-0245,HAROLDPNUT@AOL.COM,"4996 BENTRIDGE DR NW, CONCORD, NC 28027-3924","4996 BENTRIDGE DR NW, CONCORD, NC 28027-3924",CONCORD,NC,28027-3924,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=752153
MC-752156,GRAYSTONE LOGISTICS LLC,,CARRIER,Property,(817) 721-8700,LWELLETT@GMAIL.COM,"3713 WALNUT DR, BEDFORD, TX 76021","3713 WALNUT DR, BEDFORD, TX 76021",BEDFORD,TX,76021,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=752156
MC-752160,IMPALA TRANSPORT INC,,CARRIER,Property,(972) 464-8039,BOBBY.IMPALATRANSPORT@GMAIL.COM,"3050 SNIDOW DR, PLANO, TX 75025","PO BOX 251252, PLANO, TX 75025",PLANO,TX,75025,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=752160
MC-752162,EMBARQUE TENARES CORP,,CARRIER,Property,(718) 562-1300,TENARESHIPPING@HOTMAIL.COM,"2249 WASHINGTON AVE, BRONX, NY 10457","2249 WASHINGTON AVE, BRONX, NY 10457",BRONX,NY,10457,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=752162
MC-752188,GERARDOS TRANSIT INC,,CARRIER,Property,(413) 209-5634,JHOANCRUZ13@YAHOO.COM,"652 ST JAMES AVENUE, SPRINGFIELD, MA 01109","652 ST JAMES AVENUE, SPRINGFIELD, MA 01109",SPRINGFIELD,MA,01109,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=752188
MC-752194,BASSHAM WHOLESALE EGG CO INC,BASSHAM FOODS,CARRIER,Property,(817) 921-1600,TERESA@BASSHAMFOODS.COM,"5409 HEMPHILL STREET, FORT WORTH, TX 76115","5409 HEMPHILL STREET, FORT WORTH, TX 76115",FORT WORTH,TX,76115,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=752194
MC-752254,L I S TRANSPORT LLC,,CARRIER,Property,(330) 904-8209,LIS.TRANSPORT@OUTLOOK.COM,"8198 CREEKSTONE LN, BLACKLICK, OH 43004","8198 CREEKSTONE LN, BLACKLICK, OH 43004",BLACKLICK,OH,43004,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=752254
MC-752257,ALL OUT TRUCKING LLC,,CARRIER,Property,(775) 745-5539,ALLOUTTRUCKING@GMAIL.COM,"3902 CITRUS STREET, SILVER SPRINGS, NV 89429","PO BOX 153, SILVER SPRINGS, NV 89429",SILVER SPRINGS,NV,89429,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=752257
MC-752263,LANDIS BROTHERS LLC,,CARRIER,Property,(605) 530-2205,JASONLAN5@YAHOO.COM,"47340 228TH STREET, FLANDREAU, SD 57028","47340 228TH STREET, FLANDREAU, SD 57028",FLANDREAU,SD,57028,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=752263
MC-752276,GOAT TRUCKING INC,,CARRIER,Property,(773) 242-6181,GOATTRUCKING@GMAIL.COM,"2000 CROWN POINT ST, WOODRIDGE, IL 60517","2000 CROWN POINT ST, WOODRIDGE, IL 60517",WOODRIDGE,IL,60517,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=752276
MC-752277,LC TOWING SERVICES LLC,,CARRIER,Property,(202) 652-7594,LCTOWINGDMV@GMAIL.COM,"703 UNIVERSITY BLVD W, SILVER SPRING, MD 20901","703 UNIVERSITY BLVD W, SILVER SPRING, MD 20901",SILVER SPRING,MD,20901,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=752277
MC-752282,AMERISCAPE SERVICES INC,,CARRIER,Property,(703) 926-3300,ROGER@AMERISCAPEONLINE.COM,"1300 CLEVELAND DR, CONWAY, SC 29526","1300 CLEVELAND DR, CONWAY, SC 29526",CONWAY,SC,29526,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=752282
MC-752294,ESPERANZA CARDENAS,O & E CARGO,CARRIER,Property,(626) 926-5029,CARDENASC28@YAHOO.COM,"15712 SIERRA VISTA CT, LA PUENTE, CA 91744","15712 SIERRA VISTA CT, LA PUENTE, CA 91744",LA PUENTE,CA,91744,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=752294
MC-752319,J VILLA DELIVERY INC,,CARRIER,Property,(408) 427-5822,JAIME.VILLA14@YAHOO.COM,"13813 S PETERSBURG DR, PLAINFIELD, IL 60544","13813 S PETERSBURG DR, PLAINFIELD, IL 60544",PLAINFIELD,IL,60544,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=752319
MC-752330,DANIEL'S TRUCK CENTER INC,,CARRIER,Property,(413) 532-6222,DANIELSTRUCKCENTER@YAHOO.COM,"18 MONTCALM ST, CHICOPEE, MA 01020","18 MONTCALM STREET, CHICOPEE, MA 01020",CHICOPEE,MA,01020,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=752330
MC-752353,RUSSELL D LEWIS,RUSSELL LEWIS TRUCKING,CARRIER,Property,(573) 979-0013,RUSSELLLEWISTRUCKING@GMAIL.COM,"3923 COUNTY RD 635, CAPE GIRARDEAU, MO 63701","3923 COUNTY RD 635, CAPE GIRARDEAU, MO 63701",CAPE GIRARDEAU,MO,63701,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=752353
MC-735366,BRIAN W ELY,B W ELY TRUCKING,CARRIER,Property,(570) 721-1611,BRIMEG@EPIX.NET,"5211 SHAFFERS NOTCH ROAD, NEW ALBANY, PA 18833","5211 SHAFFERS NOTCH ROAD, NEW ALBANY, PA 18833",NEW ALBANY,PA,18833,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=735366
MC-735372,JAEBETH LLC,,CARRIER,Property,(616) 886-0078,JAEBETHLLC@HOTMAIL.COM,"11535 S LAKE DR, HOLLAND, MI 49424","11535 S LAKE DR, HOLLAND, MI 49424",HOLLAND,MI,49424,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=735372
MC-735375,NY LIMO TRIP CORP,,CARRIER,Property,(917) 709-4955,WLIMOUSINE@GMAIL.COM,"86-33 94 ST, WOODHAVEN, NY 11421","86-33 94 ST, WOODHAVEN, NY 11421",WOODHAVEN,NY,11421,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=735375
MC-735398,LNR TRUCKING INC,,CARRIER,Property,(417) 683-5456,RICK.LNRTRUCKING@GMAIL.COM,"1408 HWY Y, AVA, MO 65608","1408 HWY Y, AVA, MO 65608",AVA,MO,65608,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=735398
MC-735407,ROSE TRANSPORTATION LLC,,CARRIER,Property,(404) 621-7440,ROSETRANSPORTATION@BELLSOUTH.NET,"1255 PARTRIDGE LANE, RIVERDALE, GA 30296","1255 PARTRIDGE LANE, RIVERDALE, GA 30296",RIVERDALE,GA,30296,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=735407
MC-735411,WASTE CONNECTIONS OF IOWA INC,TOWN & COUNTRY DISPOSAL,CARRIER,Property,(515) 265-7374,MICHAEL.JOHNSTON@WASTECONNECTIONS.COM,"4705 NE 22ND ST, DES MOINES, IA 50313","4705 NE 22ND ST, DES MOINES, IA 50313",DES MOINES,IA,50313,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=MC_MX&query_string=735411
